,Title,Detail,new
578,춘천 퀴어축제 반대 동참 청원,"https://www1.president.go.kr/petitions/Temp/k8kW9j
제1회 춘천퀴어문화축제를 반대합니다. > 대한민국 청와대
나라를 나라답게, 국민과 함께 갑니다.
www1.president.go.kr","춘천 퀴어축제 반대 동참 청원 https://www1.president.go.kr/petitions/Temp/k8kW9j
제1회 춘천퀴어문화축제를 반대합니다. > 대한민국 청와대
나라를 나라답게, 국민과 함께 갑니다.
www1.president.go.kr"
579,2021 안양시민축제 소식 아시나요?,"올해 안양시민축제가 온라인으로 열린다고 그래서 기다리고 있는데요.
제가 작년에는 안양시민축제 열린다고 소식만 듣고 넘 바빠서 즐겨보지는 못했거든요
뭐 동영상 라이브 방송으로 댄스 같은 거도 가르쳐주고 SNS 이벤트도 하고
참여해본 지인들 말로는 온라인이라고 별 거 없을 줄 알았는데 생각보다 알차고 재밌다네요
그래서 저도 올해는 기대 가지고 참여를 해보려구 하는데...
이야기 들어보니까 시민 참여 공모전도 있다고 하는데 소식 아시는 분 계신가요?
제가 참여해볼만 한 건 참여 해보고 싶어서요~","2021 안양시민축제 소식 아시나요? 올해 안양시민축제가 온라인으로 열린다고 그래서 기다리고 있는데요.
제가 작년에는 안양시민축제 열린다고 소식만 듣고 넘 바빠서 즐겨보지는 못했거든요
뭐 동영상 라이브 방송으로 댄스 같은 거도 가르쳐주고 SNS 이벤트도 하고
참여해본 지인들 말로는 온라인이라고 별 거 없을 줄 알았는데 생각보다 알차고 재밌다네요
그래서 저도 올해는 기대 가지고 참여를 해보려구 하는데...
이야기 들어보니까 시민 참여 공모전도 있다고 하는데 소식 아시는 분 계신가요?
제가 참여해볼만 한 건 참여 해보고 싶어서요~"
580,제6회 영산강 서창들녘 억새축제 - 억새마음치유소 이벤트 진행(~10/5일),"광주의 대표적인 가을 축제
""제6회 영산강 서창들녘 억새축제""가 돌아왔습니다!
이번에는 특별하게 비대면 프로그램으로
준비가 되어 있다고 하네요.
오늘은 우리 맘들에게
비대면 프로그램 중 하나인
제6회 영산강 서창들녘 억새축제
이벤트 소식을 알려드리려고 해요!
바로 <억새마음치유소> 이벤트입니다.
억새마음치유소 이벤트는 코로나로 인해
우울하고 답답한 마음을 치유해준다고 하네요 :)
✔참여기간 : 2021. 9. 27 ~ 2021. 10. 5
✔참여방법 : 우울하고 답답한 마음을 쪽지로 적어 하트조형물에 넣기
✔참여장소 : 서구청 1층 로비
✔증정 : 서구8경 컬러링 동안으로 제작한 2022년 억새축제 달력 증정
*하트조형물은 축제기간 동안 억새축제장에 설치됩니다.
광주의 대표 프로그램인
제6회 영산강 서창들녘 억새축제를
비대면으로 안전하게 즐길 수 있는 이벤트!
요렇게 이쁜 포토존도 있어서
인생샷 남기기 참 좋아요
우리 아이들과 함께
사진도 찍고
이벤트 참여해보세요💛","제6회 영산강 서창들녘 억새축제 - 억새마음치유소 이벤트 진행(~10/5일) 광주의 대표적인 가을 축제
""제6회 영산강 서창들녘 억새축제""가 돌아왔습니다!
이번에는 특별하게 비대면 프로그램으로
준비가 되어 있다고 하네요.
오늘은 우리 맘들에게
비대면 프로그램 중 하나인
제6회 영산강 서창들녘 억새축제
이벤트 소식을 알려드리려고 해요!
바로 <억새마음치유소> 이벤트입니다.
억새마음치유소 이벤트는 코로나로 인해
우울하고 답답한 마음을 치유해준다고 하네요 :)
✔참여기간 : 2021. 9. 27 ~ 2021. 10. 5
✔참여방법 : 우울하고 답답한 마음을 쪽지로 적어 하트조형물에 넣기
✔참여장소 : 서구청 1층 로비
✔증정 : 서구8경 컬러링 동안으로 제작한 2022년 억새축제 달력 증정
*하트조형물은 축제기간 동안 억새축제장에 설치됩니다.
광주의 대표 프로그램인
제6회 영산강 서창들녘 억새축제를
비대면으로 안전하게 즐길 수 있는 이벤트!
요렇게 이쁜 포토존도 있어서
인생샷 남기기 참 좋아요
우리 아이들과 함께
사진도 찍고
이벤트 참여해보세요💛"
581,제6회 영산강 서창들녘 억새축제 사생대회 (~ 9월 27일),"제6회 영산강 서창들녘 억새축제는 비대면으로 진행되지만
많은 사람들이 안전하게 축제를 즐길 수 있도록
비대면 프로그램들이 준비되어 있는데요.
오늘은
⭐제6회 영산강 서창들녘 억새축제 사생대회⭐
를 알려드리려고 해요.
제6회 영산강 서창들녘 억새축제 사생대회는
광주의 미래 세대인 초, 중, 고등학생의 참여를 통해
자연생태환경의 소중함을 일깨워주기 위해 진행되는
비대면 프로그램이라고 합니다.
✅ 공모주제 – 서창들녘의 생태
✅ 접수기간 – 2021년 9월 1일 (수) ~ 9월 27일 (월)
✅ 참가자격 – 광주지역 초, 중, 고등학교 학생
✅ 응모방법 – 참가신청서, 작품 원본
✨ 방문 및 등기우편 제출
✅ 작품규격 – 도화지 8절
✨ 1인 1작품만 제출 가능
✨ 개인이 원하는 미술재료 사용
✅ 입상자발표 – 2021년 10월 1일 (금) 10시
✨광주광역시 서구문화원 누리집 게시 및 입상자에 한하여 개별 통지
✅ 문의 – 광주광역시 서구문화원
안전하게 비대면으로 프로그램 참여도 하고
축제도 즐길 수 있는 제6회 영산강 서창들녘 억새축제 사생대회
많은 참여와 관심 부탁드립니다 :","제6회 영산강 서창들녘 억새축제 사생대회 (~ 9월 27일) 제6회 영산강 서창들녘 억새축제는 비대면으로 진행되지만
많은 사람들이 안전하게 축제를 즐길 수 있도록
비대면 프로그램들이 준비되어 있는데요.
오늘은
⭐제6회 영산강 서창들녘 억새축제 사생대회⭐
를 알려드리려고 해요.
제6회 영산강 서창들녘 억새축제 사생대회는
광주의 미래 세대인 초, 중, 고등학생의 참여를 통해
자연생태환경의 소중함을 일깨워주기 위해 진행되는
비대면 프로그램이라고 합니다.
✅ 공모주제 – 서창들녘의 생태
✅ 접수기간 – 2021년 9월 1일 (수) ~ 9월 27일 (월)
✅ 참가자격 – 광주지역 초, 중, 고등학교 학생
✅ 응모방법 – 참가신청서, 작품 원본
✨ 방문 및 등기우편 제출
✅ 작품규격 – 도화지 8절
✨ 1인 1작품만 제출 가능
✨ 개인이 원하는 미술재료 사용
✅ 입상자발표 – 2021년 10월 1일 (금) 10시
✨광주광역시 서구문화원 누리집 게시 및 입상자에 한하여 개별 통지
✅ 문의 – 광주광역시 서구문화원
안전하게 비대면으로 프로그램 참여도 하고
축제도 즐길 수 있는 제6회 영산강 서창들녘 억새축제 사생대회
많은 참여와 관심 부탁드립니다 :"
582,불꽃축제요~,"부산 불꽃축제 올해 10월 말 예정이라고 하던데
호캉스 가서 보려고 예약하려는데
정확히 언제 하시는지 아시는 분 계실까요?
어디에 문의하면 알수있을까요?","불꽃축제요~ 부산 불꽃축제 올해 10월 말 예정이라고 하던데
호캉스 가서 보려고 예약하려는데
정확히 언제 하시는지 아시는 분 계실까요?
어디에 문의하면 알수있을까요?"
583,온라인으로 열리는 횡성한우축제 재밌어요 ㅎㅎ,"매년마다 한우축제 할때면 횡성가곤했는데
작년부터 코로롱때문에 온라인으로도 진행해서 온라인참여하구있어요 ㅋㅋ
퀴즈이벤트나 다양한 프로그램으로 아이들하고 종종 보곤했답니다 ~
올해도 온라인으로 열린다고해요!
10일에는 상금 있는 온라인 퀴즈대회도 열린다고하니깐
초딩 아드님하고 같이 대기해야겠어요 :D","온라인으로 열리는 횡성한우축제 재밌어요 ㅎㅎ 매년마다 한우축제 할때면 횡성가곤했는데
작년부터 코로롱때문에 온라인으로도 진행해서 온라인참여하구있어요 ㅋㅋ
퀴즈이벤트나 다양한 프로그램으로 아이들하고 종종 보곤했답니다 ~
올해도 온라인으로 열린다고해요!
10일에는 상금 있는 온라인 퀴즈대회도 열린다고하니깐
초딩 아드님하고 같이 대기해야겠어요 :D"
584,문경 오미자 축제 드라이브스루로한대요,"9월되니까 몸이 또 들썩거리네요.
문경에 드라이브스루로 오미자 축제하는데 거기나 다녀올까봐요.
축제장에서 오미자를 특별할인한대요
시중에서보다 10% 싸게 살 수 있다니까
바람 쏘일 겸 갔다가 오미자 좀 사와야겠네요.
9월17일부터 19일까지라고 하니까 추석전에 갔다가
선물용으로 좀 구입해와도 될거 같네요.
홈페이지 보면 즐길거리 소개도 되어있어요.
애들 데리고 가도 괜찮을거 같아요 야외라서
그나마 실내보다는 안심되는 야외축제네요.
축제는 경북 문경시 동로면 금천둔지 일원에서 열려요.
네비 찍고 가세요!
△△
문경 오미자 축제 홈페이지에요
△△
문경 오미자 축제 전화문의 할 수 있어요.
주소: 경북 문경시 동로면 노은리(적성교) :
전화번호 : 054-571-7677
문경오미자축제
경상북도 문경시 동로면 노은2길 4
소정의 포인트를 지급받아 주관적으로 작성했습니다.","문경 오미자 축제 드라이브스루로한대요 9월되니까 몸이 또 들썩거리네요.
문경에 드라이브스루로 오미자 축제하는데 거기나 다녀올까봐요.
축제장에서 오미자를 특별할인한대요
시중에서보다 10% 싸게 살 수 있다니까
바람 쏘일 겸 갔다가 오미자 좀 사와야겠네요.
9월17일부터 19일까지라고 하니까 추석전에 갔다가
선물용으로 좀 구입해와도 될거 같네요.
홈페이지 보면 즐길거리 소개도 되어있어요.
애들 데리고 가도 괜찮을거 같아요 야외라서
그나마 실내보다는 안심되는 야외축제네요.
축제는 경북 문경시 동로면 금천둔지 일원에서 열려요.
네비 찍고 가세요!
△△
문경 오미자 축제 홈페이지에요
△△
문경 오미자 축제 전화문의 할 수 있어요.
주소: 경북 문경시 동로면 노은리(적성교) :
전화번호 : 054-571-7677
문경오미자축제
경상북도 문경시 동로면 노은2길 4
소정의 포인트를 지급받아 주관적으로 작성했습니다."
585,문﻿문경 오미자 레디엠 브랜드 문경 오미자 축제 한다고 하네요~,"문경 오미자 레디엠 브랜드~ 문경 오미자 축제 한다고 하네요~
오미자는 5가지 맛이 나서 오미자라고 하는데요~
줄기에 올망졸망 달려있는 오미자 열매도 넘 이쁘구요~
오미자철되면 과육 구매해서 설탕 1:1로 넣고
오미자청 해뒀다가 겨울에 따뜻하게
차로 마시면 넘 맛있더라구요~
문경오미자축제 관련 궁금증 여쭤볼수 있어요!!
tel:054-571-7677
홈페이지도 방문해보세요!!
▼▼▼
1) 축제장에서는 시중보다 10% 저렴하게 판매(5kg 단위 구매 가능)
2) 일정금액 이상 구매시 “오미자가공품” 기념품 증정
3) 축제기간 : 2021년 9월 17일(금)~9월 19일(일) 3일간 진행
4) 축제장소 : 문경시 동로면 금천둔치 일원
- 네비게이션 주소 : 경북 문경시 동로면 노은리(적성교)
5) 드라이브스루 방식이 비대면 축제
몸에 좋은 약은 쓰다 라고하는데요~
이번에 문경 오미자 축제가
코로나로 인해서 드라이브 스루로 열린다고해요~~
요즘 날씨도 좀 선선해지고 해서
나들이도 할겸 오미자축제 다녀와도 좋은것 같아요!!
축제기간 동안 승용차를 이용하여 드라이브스루 방식으로 방문하면
시중 11,000원/kg 생오미자를 축제장에서
10,000원/kg으로 10% 저렴하게 5kg 단위로 구매할수 있구요~
ㅎㅎ 오미자는 맛도 좋고 ~ 몸에도 좋고~
오미자청이나 오미자 와인,
오미자 막걸리 등 다양한 제품 쟁여놓고
먹어야겠다는 생각이 드네요~
친환경농법으로 재배한 레디엠 문경오미자!
이번 문경 오미자 축제는 드라이브스루로 축제 즐겨보세요!!
주소: 경북 문경시 동로면 노은리(적성교)
전화번호 : 054-571-7677
50m
© NAVER Corp.
문경오미자축제
경상북도 문경시 동로면 노은2길 4
소정의 포인트를 지급받아 주관적으로 작성했습니다","문﻿문경 오미자 레디엠 브랜드 문경 오미자 축제 한다고 하네요~ 문경 오미자 레디엠 브랜드~ 문경 오미자 축제 한다고 하네요~
오미자는 5가지 맛이 나서 오미자라고 하는데요~
줄기에 올망졸망 달려있는 오미자 열매도 넘 이쁘구요~
오미자철되면 과육 구매해서 설탕 1:1로 넣고
오미자청 해뒀다가 겨울에 따뜻하게
차로 마시면 넘 맛있더라구요~
문경오미자축제 관련 궁금증 여쭤볼수 있어요!!
tel:054-571-7677
홈페이지도 방문해보세요!!
▼▼▼
1) 축제장에서는 시중보다 10% 저렴하게 판매(5kg 단위 구매 가능)
2) 일정금액 이상 구매시 “오미자가공품” 기념품 증정
3) 축제기간 : 2021년 9월 17일(금)~9월 19일(일) 3일간 진행
4) 축제장소 : 문경시 동로면 금천둔치 일원
- 네비게이션 주소 : 경북 문경시 동로면 노은리(적성교)
5) 드라이브스루 방식이 비대면 축제
몸에 좋은 약은 쓰다 라고하는데요~
이번에 문경 오미자 축제가
코로나로 인해서 드라이브 스루로 열린다고해요~~
요즘 날씨도 좀 선선해지고 해서
나들이도 할겸 오미자축제 다녀와도 좋은것 같아요!!
축제기간 동안 승용차를 이용하여 드라이브스루 방식으로 방문하면
시중 11,000원/kg 생오미자를 축제장에서
10,000원/kg으로 10% 저렴하게 5kg 단위로 구매할수 있구요~
ㅎㅎ 오미자는 맛도 좋고 ~ 몸에도 좋고~
오미자청이나 오미자 와인,
오미자 막걸리 등 다양한 제품 쟁여놓고
먹어야겠다는 생각이 드네요~
친환경농법으로 재배한 레디엠 문경오미자!
이번 문경 오미자 축제는 드라이브스루로 축제 즐겨보세요!!
주소: 경북 문경시 동로면 노은리(적성교)
전화번호 : 054-571-7677
50m
© NAVER Corp.
문경오미자축제
경상북도 문경시 동로면 노은2길 4
소정의 포인트를 지급받아 주관적으로 작성했습니다"
586,대하축제 주차쉽고 가격 좋은 곳 추천해주세요,"8월말부터 대하축제 시작했더라고요.
대하축제에 가본적은 없어서
추석전에 한번 가보려고 하는데요.
네이버 검색으로는
안면도, 홍성, 무창포 이렇게 3곳 나오던데
이미 갔다 오신 분 있으실까요?
주차도 좀 편하고 절대 호구 안될 수 있는 곳 추천 해주심 안될까요?","대하축제 주차쉽고 가격 좋은 곳 추천해주세요 8월말부터 대하축제 시작했더라고요.
대하축제에 가본적은 없어서
추석전에 한번 가보려고 하는데요.
네이버 검색으로는
안면도, 홍성, 무창포 이렇게 3곳 나오던데
이미 갔다 오신 분 있으실까요?
주차도 좀 편하고 절대 호구 안될 수 있는 곳 추천 해주심 안될까요?"
587,[축제이벤트]제9회 보성세계차엑스포 이벵트하네요,"코로나 시국에 오프라인 축제를 못하니 온라인 언텍트 지역 축제가 열리네요^^ 이벤트 참여 독려를 위해 룰렛이벵이랑 출석이벵하네요 참여해보세요
http://www.bsworldteaexpo.kr/event/e3
보성세계차엑스포
2021년 제9회 보성세계차 엑스포(2021.9.3~5, 온라인 플랫폼)
www.bsworldteaexpo.kr","[축제이벤트]제9회 보성세계차엑스포 이벵트하네요 코로나 시국에 오프라인 축제를 못하니 온라인 언텍트 지역 축제가 열리네요^^ 이벤트 참여 독려를 위해 룰렛이벵이랑 출석이벵하네요 참여해보세요
http://www.bsworldteaexpo.kr/event/e3
보성세계차엑스포
2021년 제9회 보성세계차 엑스포(2021.9.3~5, 온라인 플랫폼)
www.bsworldteaexpo.kr"
588,태안 튤립축제 지금 볼거 없을가요?,"휴가 인데 변변히 어디 가지도 못하고 ....
걍 당일로 애기 구경이나 시켜줄까 하는데
튤립축제 여름이라 볼거 없을까요
쥬라기 공원도 가보고 해서 ...
태안에 애기 데리고 당일로 갈만한곳 없을까요?ㅠㅠ","태안 튤립축제 지금 볼거 없을가요? 휴가 인데 변변히 어디 가지도 못하고 ....
걍 당일로 애기 구경이나 시켜줄까 하는데
튤립축제 여름이라 볼거 없을까요
쥬라기 공원도 가보고 해서 ...
태안에 애기 데리고 당일로 갈만한곳 없을까요?ㅠㅠ"
589,어서 코로나 시국이 안정되어 축제도 맘껏 즐기고 싶어용ㅠㅠ,"https://youtu.be/AlH2GLlyNMo
오프라인으로 진행된다면 가서 눈 힐링이라도 하고싶네요~","어서 코로나 시국이 안정되어 축제도 맘껏 즐기고 싶어용ㅠㅠ https://youtu.be/AlH2GLlyNMo
오프라인으로 진행된다면 가서 눈 힐링이라도 하고싶네요~"
590,어린이에게 꿈과 희망을~ 온가족이 함께 즐기는 인형극 축제~,,어린이에게 꿈과 희망을~ 온가족이 함께 즐기는 인형극 축제~ 
591,"딸맘됐어요ㅎㅎ 남편은 벌써부터 걱정걱정, 친정은 축제, 시댁은 살짝 시무룩..","뭔가 사람들이 저더러 아들낳을것 같다고 했는데,
16주 초음파에서 선생님이 무심히 ""딸이구요~"" 하셔서 만세부를뻔..
아들도 든든하니 좋은데 딸맘의 로망이 있었거든요.
친정에서는 너무나도 좋아하시고(임신했을때부터 손녀바라심)
시댁은 남편 혼자 목욕탕 가겠다며 살짝 아쉬워하셨다고..
남편은 세상이 험하고 무서운데 넘넘 걱정된다고...
나쁜 놈팡이?들이 많다고..
온전히 기뻐한건 저랑 친정뿐..이지만 남편이 딱봐도 딸바보관상이라 크게 걱정은 안해요ㅎㅎ
시댁이 아들귀한집은 아닌데 아무래도 나이가 있으셔서 그런지 은근 바라셨던 모양이더라구요. 근데 다행히 두분 다 인품이 괜찮으셔서 저한테 섭섭한티는 안 내시구요
태어나면 다들 이뻐라해주시겠죠.
전 사실 하도 아들낳을것 같단말을 많이 들어왔어서
든든한 아들로 잘 키워야지 생각했는데,
사실은 생각보다 훨씬 많이 딸을 바랬었나봐요.
선생님께 고추가 작아서 안보이는거 아니냐고.. 20주에 남자되는거 아니냐고 했는데 그럴리 없다고 하시네요
만출까지 힘내야겠어요","딸맘됐어요ㅎㅎ 남편은 벌써부터 걱정걱정, 친정은 축제, 시댁은 살짝 시무룩.. 뭔가 사람들이 저더러 아들낳을것 같다고 했는데,
16주 초음파에서 선생님이 무심히 ""딸이구요~"" 하셔서 만세부를뻔..
아들도 든든하니 좋은데 딸맘의 로망이 있었거든요.
친정에서는 너무나도 좋아하시고(임신했을때부터 손녀바라심)
시댁은 남편 혼자 목욕탕 가겠다며 살짝 아쉬워하셨다고..
남편은 세상이 험하고 무서운데 넘넘 걱정된다고...
나쁜 놈팡이?들이 많다고..
온전히 기뻐한건 저랑 친정뿐..이지만 남편이 딱봐도 딸바보관상이라 크게 걱정은 안해요ㅎㅎ
시댁이 아들귀한집은 아닌데 아무래도 나이가 있으셔서 그런지 은근 바라셨던 모양이더라구요. 근데 다행히 두분 다 인품이 괜찮으셔서 저한테 섭섭한티는 안 내시구요
태어나면 다들 이뻐라해주시겠죠.
전 사실 하도 아들낳을것 같단말을 많이 들어왔어서
든든한 아들로 잘 키워야지 생각했는데,
사실은 생각보다 훨씬 많이 딸을 바랬었나봐요.
선생님께 고추가 작아서 안보이는거 아니냐고.. 20주에 남자되는거 아니냐고 했는데 그럴리 없다고 하시네요
만출까지 힘내야겠어요"
592,수국축제,"제주도 여행중인데 수국축제중이네요ㅋ
온통 수국천지라 포동포동 수국힐링중이에요
날씨도 너무 좋고 힐링 제대로 하네요","수국축제 제주도 여행중인데 수국축제중이네요ㅋ
온통 수국천지라 포동포동 수국힐링중이에요
날씨도 너무 좋고 힐링 제대로 하네요"
593,[북플로우 책축제 연장 이벤트] 모두 집중! 북플로우 책축제 이벤트의 마지막 기회!,"북플로우 책축제 이벤트는 계속됩니다!
모두 집중! 북플로우 책축제 이벤트의 마지막 기회!
-
1탄 : 나만의 북플로우 책축제를 소개합니다!
북플로우 책축제 에 대한 소감 및 후기(사진, 동영상, 게시물)를
자신의 SNS에 올리고 게시물 링크를 경의선 책거리 카페 이벤트 게시판에 올려주세요!
-
2탄 : 마음을 전하고픈 5월 북플로우 책축제는 사연을 싣고~
나의 사연과 보내고 싶은 분을 경의선 책거리 카페 이벤트 게시판에 댓글로 달아주세요.
우수 사연을 적어주신 5분께 경의선 책거리가 대신 책을 보내드립니다. (경의선 책거리에서 사연에 맞는 책을 엄선해드립니다.)
-
기간 : 5월 25일(화)까지 연장!!
발표 : 5월 26일(수)!
경의선 책거리 카페 주소 : https://cafe.naver.com/gbookstreet (가입 후 등업 불필요~)
-
많은 참여와 관심 부탁드립니다!
-
경의선 책거리 특별이벤트!
경의선 책거리 Book on Air 구독이벤트!
-
다양한 책문화 영상이 올라오는 경의선 책거리 유튜브 채널을
구독하고, 달달한 딸기라떼 받아가세요!
-
유튜브 주소 : https://han.gl/H8qhf
이벤트 링크 : https://han.gl/4rinI
-
#경의선책거리 #한국작가회의 #홍대입구역6번출구 #문화예술플랫폼 #책문화 #홍대 #북플로우책축제 #책축제 #후기 #후기이벤트 #이벤트 #소감 #나만의축제 #시크릿박스 #경의선책거리카페 #책카페 #연장 #연장이벤트 #시그니처굿즈 #책선물","[북플로우 책축제 연장 이벤트] 모두 집중! 북플로우 책축제 이벤트의 마지막 기회! 북플로우 책축제 이벤트는 계속됩니다!
모두 집중! 북플로우 책축제 이벤트의 마지막 기회!
-
1탄 : 나만의 북플로우 책축제를 소개합니다!
북플로우 책축제 에 대한 소감 및 후기(사진, 동영상, 게시물)를
자신의 SNS에 올리고 게시물 링크를 경의선 책거리 카페 이벤트 게시판에 올려주세요!
-
2탄 : 마음을 전하고픈 5월 북플로우 책축제는 사연을 싣고~
나의 사연과 보내고 싶은 분을 경의선 책거리 카페 이벤트 게시판에 댓글로 달아주세요.
우수 사연을 적어주신 5분께 경의선 책거리가 대신 책을 보내드립니다. (경의선 책거리에서 사연에 맞는 책을 엄선해드립니다.)
-
기간 : 5월 25일(화)까지 연장!!
발표 : 5월 26일(수)!
경의선 책거리 카페 주소 : https://cafe.naver.com/gbookstreet (가입 후 등업 불필요~)
-
많은 참여와 관심 부탁드립니다!
-
경의선 책거리 특별이벤트!
경의선 책거리 Book on Air 구독이벤트!
-
다양한 책문화 영상이 올라오는 경의선 책거리 유튜브 채널을
구독하고, 달달한 딸기라떼 받아가세요!
-
유튜브 주소 : https://han.gl/H8qhf
이벤트 링크 : https://han.gl/4rinI
-
#경의선책거리 #한국작가회의 #홍대입구역6번출구 #문화예술플랫폼 #책문화 #홍대 #북플로우책축제 #책축제 #후기 #후기이벤트 #이벤트 #소감 #나만의축제 #시크릿박스 #경의선책거리카페 #책카페 #연장 #연장이벤트 #시그니처굿즈 #책선물"
594,"서울장미축제 세번째날이네용^^ 오후 7시~9시(김필,옥상달빛) 실시간 이벤트 참여 하자구요 ^^","온라인으로 찾아가는 서울장미축제🌹🌹🌹
저녁 7시 유투브에서
서울장미축제 or 중랑문화재단!!을 찾아 클릭클릭 ~^^
모듀 다 같이 즐겨보아용
오늘의 출연진은 두둥🌹🌹
김필!! 옥상달빛이랍니다
(저는 엄청기대중이랍니다 ㅎㅎ)
개그맨 이상준, 김경아씨가 진행하구요
중랑구 패션봉제업체와 함께하는 콘텐츠 이커머스도 있다고하네요~
모듀들 실시간 이벤트 참여하셔서
선물많이많이 챙기자구요 ❤️❤️❤️","서울장미축제 세번째날이네용^^ 오후 7시~9시(김필,옥상달빛) 실시간 이벤트 참여 하자구요 ^^ 온라인으로 찾아가는 서울장미축제🌹🌹🌹
저녁 7시 유투브에서
서울장미축제 or 중랑문화재단!!을 찾아 클릭클릭 ~^^
모듀 다 같이 즐겨보아용
오늘의 출연진은 두둥🌹🌹
김필!! 옥상달빛이랍니다
(저는 엄청기대중이랍니다 ㅎㅎ)
개그맨 이상준, 김경아씨가 진행하구요
중랑구 패션봉제업체와 함께하는 콘텐츠 이커머스도 있다고하네요~
모듀들 실시간 이벤트 참여하셔서
선물많이많이 챙기자구요 ❤️❤️❤️"
595,2021년 서울장미축제 실시간방송~^^,"https://youtu.be/ztVbMK4GgbE
[ 서울장미축제 ] 장미의 날
#2021서울장미축제 #서울장미축제온라인축제 #서울장미축제서울에서 가장 예쁜 축제!중랑구 전역에서 예쁜 장미로 물들이던 서울장미축제가2021년 올해는 “조용조용, 띄엄띄엄”, 코로나19로부터 안전하게 온라인으로 진행됩니다.[2021서울장미축제]※ 2021. 5. 13.(목) ~ 5...
youtu.be","2021년 서울장미축제 실시간방송~^^ https://youtu.be/ztVbMK4GgbE
[ 서울장미축제 ] 장미의 날
#2021서울장미축제 #서울장미축제온라인축제 #서울장미축제서울에서 가장 예쁜 축제!중랑구 전역에서 예쁜 장미로 물들이던 서울장미축제가2021년 올해는 “조용조용, 띄엄띄엄”, 코로나19로부터 안전하게 온라인으로 진행됩니다.[2021서울장미축제]※ 2021. 5. 13.(목) ~ 5...
youtu.be"
596,2021년 가정의달 축제 '방구석 노래자랑' 안내,"2021년 가정의 달을 맞이하여 가족 방구석 노래자랑을 진행합니다.
가족 누구나! 지역 상관없이!! 가족과 함께 노래하는 모습을 촬영하여 보내면 끝~
지역주민들의 많은 관심과 참여부탁드립니다^^
*신청서는 아래 첨부자료에서 다운받아 작성 후 영상물(동영상)과 함께
이메일 접수(osgwc8501@hanmail.net) 해주시기 바랍니다~","2021년 가정의달 축제 '방구석 노래자랑' 안내 2021년 가정의 달을 맞이하여 가족 방구석 노래자랑을 진행합니다.
가족 누구나! 지역 상관없이!! 가족과 함께 노래하는 모습을 촬영하여 보내면 끝~
지역주민들의 많은 관심과 참여부탁드립니다^^
*신청서는 아래 첨부자료에서 다운받아 작성 후 영상물(동영상)과 함께
이메일 접수(osgwc8501@hanmail.net) 해주시기 바랍니다~"
